# V, U, I, B, M_V
-4.555568141272512861e+01 -4.592132685458722108e+01 -4.474044981347812922e+01 -4.641793540340974289e+01 -9.003681412725129007e+00
-4.556120019725969428e+01 -4.592737863419795019e+01 -4.474579531772156571e+01 -4.642359951919853245e+01 -9.009200197259694676e+00
-4.556894849017213289e+01 -4.593579506776150367e+01 -4.475331838176000332e+01 -4.643153668876836093e+01 -9.016948490172133290e+00
-4.564568194252440492e+01 -4.599205962186616858e+01 -4.483356213005567525e+01 -4.650472820708177579e+01 -9.093681942524405315e+00
-4.565105589493206395e+01 -4.599787568068870058e+01 -4.483879041079381977e+01 -4.651022410661167328e+01 -9.099055894932064348e+00
-4.566129008124416089e+01 -4.600875505557976908e+01 -4.484878936848979691e+01 -4.652065248082297444e+01 -9.109290081244161286e+00
-4.566977663842163082e+01 -4.601792955379246308e+01 -4.485704908711951333e+01 -4.652932881877883631e+01 -9.117776638421631219e+00
-4.567604057422974506e+01 -4.602558590594124155e+01 -4.486464313965964834e+01 -4.653623229531220318e+01 -9.124040574229745459e+00
-4.568584721863700082e+01 -4.603595863216287398e+01 -4.487422228307139704e+01 -4.654621065344180408e+01 -9.133847218637001220e+00
-4.573841758558303638e+01 -4.607279735110479635e+01 -4.492963018769301442e+01 -4.659610128398499285e+01 -9.186417585583036782e+00
-4.574636821409907128e+01 -4.608134000895037730e+01 -4.493737525890033879e+01 -4.660421259317685383e+01 -9.194368214099071679e+00
-4.575832455347735817e+01 -4.609408327526290350e+01 -4.494904456926980885e+01 -4.661639046452629032e+01 -9.206324553477358563e+00
-4.584607982239824508e+01 -4.617193750099406913e+01 -4.504383459124475308e+01 -4.670330167506683239e+01 -9.294079822398245483e+00
-4.585821799722349823e+01 -4.618471548662344617e+01 -4.505575874246168411e+01 -4.671562995508141114e+01 -9.306217997223498628e+00
-4.586658336045204010e+01 -4.619345539722894500e+01 -4.506399439465540979e+01 -4.672411165787494269e+01 -9.314583360452040495e+00
-4.587809269534862011e+01 -4.620568416360021047e+01 -4.507529060458134040e+01 -4.673582230767608792e+01 -9.326092695348620509e+00
-4.589177023844563053e+01 -4.622004675716812727e+01 -4.508875598398343243e+01 -4.674969618072636734e+01 -9.339770238445630923e+00
-4.591213706683704743e+01 -4.624170882931796456e+01 -4.510876191242665811e+01 -4.677042240305560483e+01 -9.360137066837047826e+00
-4.613664019510022030e+01 -4.643308792338443425e+01 -4.533991102221382619e+01 -4.699018120092026152e+01 -9.584640195100220694e+00
-4.624614983606264929e+01 -4.545459867736389015e+01 -4.681554546062046995e+01 -4.634690348475679400e+01 -9.694149836062649683e+00
-4.617237325717455576e+01 -4.545398851391583150e+01 -4.670804693794899265e+01 -4.631753745978539882e+01 -9.620373257174556159e+00
-4.606156739944852063e+01 -4.546222345916210372e+01 -4.653877274922636786e+01 -4.628892877010817131e+01 -9.509567399448521030e+00
-4.595162168847220130e+01 -4.546244498672861312e+01 -4.636047996265321558e+01 -4.624956645997909277e+01 -9.399621688472201697e+00
-4.604204826254545679e+01 -4.548671389534173670e+01 -4.629999866328287084e+01 -4.631283191418395973e+01 -9.490048262545457192e+00
-4.599893453818074818e+01 -4.548676683877019400e+01 -4.623231341075009482e+01 -4.629647547344058012e+01 -9.446934538180748575e+00
-4.617927091770792458e+01 -4.552185828493864506e+01 -4.631715803975919243e+01 -4.639186256075432624e+01 -9.627270917707924980e+00
-4.686941649955915778e+01 -4.632418978211148186e+01 -4.654659737581145151e+01 -4.732478379306822092e+01 -1.031741649955915818e+01
