lambda,albedo,<cos>,C_ext/H,K_abs,<cos^2>
6.740e-04,5.938e-01,1.000e+00,5.180e-23,1.500e+03,1.000e+00
6.730e-04,5.853e-01,1.000e+00,5.170e-23,1.530e+03,1.000e+00
6.730e-04,5.775e-01,1.000e+00,5.120e-23,1.550e+03,1.000e+00
6.730e-04,5.551e-01,1.000e+00,5.120e-23,1.630e+03,1.000e+00
6.720e-04,5.173e-01,1.000e+00,5.410e-23,1.870e+03,1.000e+00
6.720e-04,4.925e-01,1.000e+00,5.780e-23,2.100e+03,1.000e+00
6.720e-04,4.450e-01,1.000e+00,6.540e-23,2.600e+03,1.000e+00
6.720e-04,4.307e-01,1.000e+00,6.820e-23,2.780e+03,1.000e+00
6.720e-04,4.235e-01,1.000e+00,7.010e-23,2.890e+03,1.000e+00
6.720e-04,4.224e-01,1.000e+00,7.080e-23,2.930e+03,1.000e+00
6.720e-04,4.261e-01,1.000e+00,7.070e-23,2.900e+03,1.000e+00
6.720e-04,4.328e-01,1.000e+00,7.010e-23,2.840e+03,1.000e+00
6.710e-04,4.575e-01,1.000e+00,6.800e-23,2.640e+03,1.000e+00
6.710e-04,4.890e-01,1.000e+00,6.600e-23,2.410e+03,1.000e+00
6.710e-04,5.327e-01,1.000e+00,6.240e-23,2.090e+03,1.000e+00
6.710e-04,5.369e-01,1.000e+00,6.120e-23,2.030e+03,1.000e+00
6.700e-04,5.361e-01,1.000e+00,6.020e-23,2.000e+03,1.000e+00
6.700e-04,5.354e-01,1.000e+00,5.980e-23,1.990e+03,1.000e+00
6.690e-04,5.277e-01,1.000e+00,6.060e-23,2.050e+03,1.000e+00
6.690e-04,5.174e-01,1.000e+00,6.210e-23,2.140e+03,1.000e+00
6.680e-04,5.313e-01,1.000e+00,6.180e-23,2.070e+03,1.000e+00
6.680e-04,5.496e-01,1.000e+00,6.000e-23,1.930e+03,1.000e+00
6.670e-04,5.436e-01,1.000e+00,5.950e-23,1.940e+03,1.000e+00
6.660e-04,5.335e-01,1.000e+00,6.060e-23,2.020e+03,1.000e+00
6.650e-04,5.324e-01,1.000e+00,6.190e-23,2.070e+03,1.000e+00
6.640e-04,5.493e-01,1.000e+00,6.080e-23,1.960e+03,1.000e+00
6.630e-04,5.621e-01,1.000e+00,5.920e-23,1.850e+03,1.000e+00
6.610e-04,5.664e-01,1.000e+00,5.810e-23,1.800e+03,1.000e+00
6.460e-04,5.746e-01,1.000e+00,5.520e-23,1.680e+03,1.000e+00
6.310e-04,5.800e-01,1.000e+00,5.290e-23,1.590e+03,1.000e+00
6.170e-04,5.852e-01,1.000e+00,5.060e-23,1.500e+03,1.000e+00
6.030e-04,5.899e-01,1.000e+00,4.850e-23,1.420e+03,1.000e+00
5.890e-04,5.947e-01,1.000e+00,4.640e-23,1.340e+03,1.000e+00
5.750e-04,5.995e-01,1.000e+00,4.430e-23,1.270e+03,1.000e+00
5.620e-04,6.041e-01,1.000e+00,4.220e-23,1.200e+03,1.000e+00
5.500e-04,6.084e-01,1.000e+00,4.020e-23,1.130e+03,1.000e+00
5.370e-04,6.126e-01,1.000e+00,3.830e-23,1.060e+03,1.000e+00
5.250e-04,6.166e-01,1.000e+00,3.650e-23,1.000e+03,1.000e+00
5.130e-04,6.203e-01,1.000e+00,3.470e-23,9.430e+02,1.000e+00
5.010e-04,6.243e-01,1.000e+00,3.300e-23,8.870e+02,1.000e+00
4.900e-04,6.283e-01,1.000e+00,3.140e-23,8.350e+02,1.000e+00
4.790e-04,6.323e-01,1.000e+00,3.000e-23,7.880e+02,1.000e+00
4.680e-04,6.363e-01,1.000e+00,2.850e-23,7.420e+02,1.000e+00
4.570e-04,6.403e-01,1.000e+00,2.710e-23,6.980e+02,1.000e+00
4.470e-04,6.442e-01,1.000e+00,2.580e-23,6.570e+02,1.000e+00
4.370e-04,6.477e-01,1.000e+00,2.460e-23,6.190e+02,1.000e+00
4.270e-04,6.513e-01,1.000e+00,2.340e-23,5.830e+02,1.000e+00
4.170e-04,6.552e-01,1.000e+00,2.220e-23,5.470e+02,1.000e+00
4.070e-04,6.587e-01,1.000e+00,2.120e-23,5.160e+02,1.000e+00
3.980e-04,6.621e-01,1.000e+00,2.020e-23,4.880e+02,1.000e+00
3.890e-04,6.658e-01,1.000e+00,1.930e-23,4.610e+02,1.000e+00
3.800e-04,6.697e-01,1.000e+00,1.830e-23,4.330e+02,1.000e+00
3.720e-04,6.739e-01,1.000e+00,1.740e-23,4.060e+02,1.000e+00
3.630e-04,6.782e-01,1.000e+00,1.650e-23,3.800e+02,1.000e+00
3.550e-04,6.827e-01,1.000e+00,1.560e-23,3.550e+02,1.000e+00
3.470e-04,6.865e-01,1.000e+00,1.480e-23,3.330e+02,1.000e+00
3.390e-04,6.904e-01,1.000e+00,1.410e-23,3.110e+02,1.000e+00
3.310e-04,6.943e-01,1.000e+00,1.330e-23,2.920e+02,1.000e+00
3.240e-04,6.980e-01,1.000e+00,1.260e-23,2.730e+02,1.000e+00
3.160e-04,7.013e-01,1.000e+00,1.200e-23,2.560e+02,1.000e+00
3.090e-04,7.041e-01,1.000e+00,1.140e-23,2.420e+02,1.000e+00
3.020e-04,7.079e-01,1.000e+00,1.080e-23,2.260e+02,1.000e+00
2.950e-04,7.117e-01,1.000e+00,1.030e-23,2.120e+02,1.000e+00
2.880e-04,7.155e-01,1.000e+00,9.750e-24,1.980e+02,1.000e+00
2.820e-04,7.191e-01,1.000e+00,9.250e-24,1.860e+02,1.000e+00
2.750e-04,7.221e-01,1.000e+00,8.800e-24,1.750e+02,1.000e+00
2.690e-04,7.255e-01,1.000e+00,8.340e-24,1.640e+02,1.000e+00
2.630e-04,7.289e-01,1.000e+00,7.910e-24,1.530e+02,1.000e+00
2.570e-04,7.323e-01,1.000e+00,7.510e-24,1.440e+02,1.000e+00
2.510e-04,7.354e-01,1.000e+00,7.130e-24,1.350e+02,1.000e+00
2.450e-04,7.386e-01,1.000e+00,6.790e-24,1.270e+02,1.000e+00
2.400e-04,7.423e-01,1.000e+00,6.460e-24,1.190e+02,1.000e+00
2.340e-04,7.461e-01,1.000e+00,6.140e-24,1.110e+02,1.000e+00
2.290e-04,7.498e-01,1.000e+00,5.840e-24,1.040e+02,1.000e+00
2.240e-04,7.532e-01,1.000e+00,5.550e-24,9.800e+01,1.000e+00
2.190e-04,7.566e-01,1.000e+00,5.270e-24,9.170e+01,1.000e+00
2.140e-04,7.599e-01,1.000e+00,5.000e-24,8.580e+01,1.000e+00
2.090e-04,7.629e-01,1.000e+00,4.740e-24,8.040e+01,1.000e+00
2.040e-04,7.659e-01,1.000e+00,4.500e-24,7.540e+01,1.000e+00
2.000e-04,7.690e-01,1.000e+00,4.270e-24,7.060e+01,1.000e+00
1.950e-04,7.719e-01,1.000e+00,4.050e-24,6.610e+01,1.000e+00
1.910e-04,7.743e-01,1.000e+00,3.840e-24,6.200e+01,1.000e+00
1.860e-04,7.768e-01,1.000e+00,3.630e-24,5.790e+01,1.000e+00
1.820e-04,7.787e-01,1.000e+00,3.420e-24,5.420e+01,1.000e+00
1.780e-04,7.797e-01,1.000e+00,3.230e-24,5.080e+01,1.000e+00
1.750e-04,7.732e-01,1.000e+00,2.980e-24,4.830e+01,1.000e+00
1.740e-04,7.436e-01,1.000e+00,2.970e-24,5.450e+01,1.000e+00
1.740e-04,6.100e-01,1.000e+00,3.560e-24,9.940e+01,1.000e+00
1.740e-04,5.087e-01,1.000e+00,4.280e-24,1.500e+02,1.000e+00
1.740e-04,4.838e-01,1.000e+00,4.510e-24,1.670e+02,1.000e+00
1.740e-04,4.607e-01,1.000e+00,4.750e-24,1.830e+02,1.000e+00
1.740e-04,4.418e-01,1.000e+00,4.970e-24,1.980e+02,1.000e+00
1.740e-04,4.244e-01,1.000e+00,5.200e-24,2.140e+02,1.000e+00
1.740e-04,4.111e-01,1.000e+00,5.400e-24,2.280e+02,1.000e+00
1.740e-04,4.035e-01,1.000e+00,5.540e-24,2.360e+02,1.000e+00
1.740e-04,4.089e-01,1.000e+00,5.500e-24,2.330e+02,1.000e+00
1.740e-04,4.196e-01,1.000e+00,5.390e-24,2.240e+02,1.000e+00
1.740e-04,4.340e-01,1.000e+00,5.240e-24,2.120e+02,1.000e+00
1.740e-04,4.472e-01,1.000e+00,5.120e-24,2.020e+02,1.000e+00
1.740e-04,4.601e-01,1.000e+00,5.000e-24,1.930e+02,1.000e+00
1.740e-04,4.714e-01,1.000e+00,4.910e-24,1.860e+02,1.000e+00
1.740e-04,4.779e-01,1.000e+00,4.870e-24,1.820e+02,1.000e+00
1.740e-04,4.879e-01,1.000e+00,4.780e-24,1.750e+02,1.000e+00
1.740e-04,4.888e-01,1.000e+00,4.770e-24,1.750e+02,1.000e+00
1.740e-04,4.973e-01,1.000e+00,4.700e-24,1.690e+02,1.000e+00
1.740e-04,5.100e-01,1.000e+00,4.570e-24,1.600e+02,1.000e+00
1.700e-04,5.188e-01,1.000e+00,4.490e-24,1.550e+02,1.000e+00
1.660e-04,5.248e-01,1.000e+00,4.280e-24,1.450e+02,1.000e+00
1.620e-04,5.301e-01,1.000e+00,4.070e-24,1.370e+02,1.000e+00
1.580e-04,5.351e-01,1.000e+00,3.870e-24,1.290e+02,1.000e+00
1.550e-04,5.401e-01,1.000e+00,3.680e-24,1.210e+02,1.000e+00
1.510e-04,5.447e-01,1.000e+00,3.500e-24,1.140e+02,1.000e+00
1.480e-04,5.492e-01,1.000e+00,3.320e-24,1.070e+02,1.000e+00
1.450e-04,5.538e-01,1.000e+00,3.150e-24,1.010e+02,1.000e+00
1.410e-04,5.577e-01,1.000e+00,2.990e-24,9.460e+01,1.000e+00
1.380e-04,5.619e-01,1.000e+00,2.840e-24,8.890e+01,1.000e+00
1.350e-04,5.660e-01,1.000e+00,2.690e-24,8.360e+01,1.000e+00
1.320e-04,5.703e-01,1.000e+00,2.560e-24,7.860e+01,1.000e+00
1.290e-04,5.747e-01,1.000e+00,2.430e-24,7.390e+01,1.000e+00
1.260e-04,5.793e-01,1.000e+00,2.310e-24,6.940e+01,1.000e+00
1.230e-04,5.839e-01,1.000e+00,2.190e-24,6.520e+01,1.000e+00
1.200e-04,5.878e-01,1.000e+00,2.080e-24,6.140e+01,1.000e+00
1.170e-04,5.919e-01,1.000e+00,1.980e-24,5.770e+01,1.000e+00
1.150e-04,5.962e-01,1.000e+00,1.870e-24,5.410e+01,1.000e+00
1.120e-04,6.005e-01,1.000e+00,1.770e-24,5.070e+01,1.000e+00
1.100e-04,6.046e-01,1.000e+00,1.680e-24,4.760e+01,1.000e+00
1.070e-04,6.088e-01,1.000e+00,1.600e-24,4.470e+01,1.000e+00
1.050e-04,6.129e-01,1.000e+00,1.520e-24,4.190e+01,1.000e+00
1.020e-04,6.170e-01,1.000e+00,1.440e-24,3.940e+01,1.000e+00
1.000e-04,6.213e-01,1.000e+00,1.370e-24,3.700e+01,1.000e+00
