# wavelength_obs(um)  flux_med(uJy)  flux_low(uJy)  flux_high(uJy)
8.105819e+03 1.675953e-02 1.384926e-02 1.877290e-02
8.111999e+03 1.670838e-02 1.380698e-02 1.871564e-02
8.118180e+03 1.665741e-02 1.376485e-02 1.865859e-02
8.124360e+03 1.660665e-02 1.372288e-02 1.860175e-02
8.130540e+03 1.655607e-02 1.368107e-02 1.854514e-02
8.136721e+03 1.650569e-02 1.363942e-02 1.848873e-02
8.142901e+03 1.645549e-02 1.359793e-02 1.843254e-02
8.149082e+03 1.640549e-02 1.355659e-02 1.837657e-02
8.155262e+03 1.635568e-02 1.351541e-02 1.832080e-02
8.161442e+03 1.630605e-02 1.347439e-02 1.826525e-02
8.167623e+03 1.625661e-02 1.343353e-02 1.820991e-02
8.173803e+03 1.620736e-02 1.339281e-02 1.815477e-02
8.179984e+03 1.615830e-02 1.335225e-02 1.809984e-02
8.186164e+03 1.610942e-02 1.331185e-02 1.804512e-02
8.192345e+03 1.606072e-02 1.327159e-02 1.799061e-02
8.198525e+03 1.601221e-02 1.323149e-02 1.793630e-02
8.204705e+03 1.596388e-02 1.319154e-02 1.788220e-02
8.210886e+03 1.591574e-02 1.315174e-02 1.782829e-02
8.217066e+03 1.586777e-02 1.311209e-02 1.777460e-02
8.223247e+03 1.581998e-02 1.307259e-02 1.772110e-02
8.229427e+03 1.577238e-02 1.303323e-02 1.766780e-02
8.235607e+03 1.572495e-02 1.299403e-02 1.761471e-02
8.241788e+03 1.567770e-02 1.295497e-02 1.756181e-02
8.247968e+03 1.563062e-02 1.291606e-02 1.750911e-02
8.254149e+03 1.558372e-02 1.287729e-02 1.745660e-02
8.260329e+03 1.553700e-02 1.283867e-02 1.740430e-02
8.266510e+03 1.549045e-02 1.280019e-02 1.735219e-02
8.272690e+03 1.544408e-02 1.276186e-02 1.730027e-02
8.278870e+03 1.539788e-02 1.272367e-02 1.724855e-02
8.285051e+03 1.535185e-02 1.268562e-02 1.719701e-02
8.291231e+03 1.530599e-02 1.264771e-02 1.714568e-02
8.297412e+03 1.526031e-02 1.260994e-02 1.709453e-02
8.303592e+03 1.521479e-02 1.257232e-02 1.704357e-02
8.309772e+03 1.516944e-02 1.253483e-02 1.699280e-02
8.315953e+03 1.512426e-02 1.249749e-02 1.694222e-02
8.322133e+03 1.507925e-02 1.246028e-02 1.689183e-02
8.328314e+03 1.503441e-02 1.242321e-02 1.684162e-02
8.334494e+03 1.498973e-02 1.238628e-02 1.679160e-02
8.340675e+03 1.494521e-02 1.234949e-02 1.674177e-02
8.346855e+03 1.490087e-02 1.231283e-02 1.669211e-02
8.353035e+03 1.485668e-02 1.227630e-02 1.664265e-02
8.359216e+03 1.481266e-02 1.223992e-02 1.659336e-02
8.365396e+03 1.476880e-02 1.220366e-02 1.654426e-02
8.371577e+03 1.472511e-02 1.216754e-02 1.649534e-02
8.377757e+03 1.468157e-02 1.213156e-02 1.644660e-02
8.383937e+03 1.463819e-02 1.209570e-02 1.639803e-02
8.390118e+03 1.459498e-02 1.205998e-02 1.634965e-02
8.396298e+03 1.455192e-02 1.202439e-02 1.630145e-02
8.402479e+03 1.450902e-02 1.198893e-02 1.625342e-02
8.408659e+03 1.446628e-02 1.195360e-02 1.620557e-02
8.414840e+03 1.442370e-02 1.191840e-02 1.615789e-02
8.421020e+03 1.438127e-02 1.188333e-02 1.611039e-02
8.427200e+03 1.433900e-02 1.184839e-02 1.606306e-02
8.433381e+03 1.429688e-02 1.181358e-02 1.601591e-02
8.439561e+03 1.425492e-02 1.177889e-02 1.596892e-02
8.445742e+03 1.421311e-02 1.174433e-02 1.592211e-02
8.451922e+03 1.417145e-02 1.170990e-02 1.587547e-02
8.458102e+03 1.412995e-02 1.167559e-02 1.582900e-02
8.464283e+03 1.408860e-02 1.164141e-02 1.578270e-02
8.470463e+03 1.404739e-02 1.160735e-02 1.573657e-02
8.476644e+03 1.400634e-02 1.157342e-02 1.569061e-02
8.482824e+03 1.396544e-02 1.153961e-02 1.564482e-02
8.489005e+03 1.392469e-02 1.150592e-02 1.559919e-02
8.495185e+03 1.388408e-02 1.147236e-02 1.555372e-02
8.501365e+03 1.384362e-02 1.143892e-02 1.550842e-02
8.507546e+03 1.380331e-02 1.140560e-02 1.546329e-02
8.513726e+03 1.376315e-02 1.137240e-02 1.541832e-02
8.519907e+03 1.372313e-02 1.133932e-02 1.537351e-02
8.526087e+03 1.368325e-02 1.130636e-02 1.532887e-02
8.532267e+03 1.364352e-02 1.127352e-02 1.528439e-02
8.538448e+03 1.360394e-02 1.124080e-02 1.524006e-02
8.544628e+03 1.356449e-02 1.120820e-02 1.519590e-02
8.550809e+03 1.352519e-02 1.117571e-02 1.515190e-02
8.556989e+03 1.348604e-02 1.114335e-02 1.510805e-02
8.563170e+03 1.344702e-02 1.111110e-02 1.506437e-02
8.569350e+03 1.340814e-02 1.107896e-02 1.502084e-02
8.575530e+03 1.336941e-02 1.104695e-02 1.497747e-02
8.581711e+03 1.333081e-02 1.101504e-02 1.493425e-02
8.587891e+03 1.329235e-02 1.098325e-02 1.489119e-02
8.594072e+03 1.325403e-02 1.095158e-02 1.484829e-02
8.600252e+03 1.321585e-02 1.092002e-02 1.480553e-02
8.606432e+03 1.317780e-02 1.088858e-02 1.476294e-02
8.612613e+03 1.313990e-02 1.085724e-02 1.472049e-02
8.618793e+03 1.310212e-02 1.082602e-02 1.467820e-02
8.624974e+03 1.306448e-02 1.079491e-02 1.463605e-02
8.631154e+03 1.302698e-02 1.076391e-02 1.459406e-02
8.637335e+03 1.298961e-02 1.073303e-02 1.455222e-02
8.643515e+03 1.295238e-02 1.070225e-02 1.451053e-02
8.649695e+03 1.291528e-02 1.067158e-02 1.446899e-02
8.655876e+03 1.287831e-02 1.064103e-02 1.442759e-02
8.662056e+03 1.284147e-02 1.061058e-02 1.438635e-02
8.668237e+03 1.280476e-02 1.058024e-02 1.434525e-02
8.674417e+03 1.276819e-02 1.055001e-02 1.430429e-02
8.680597e+03 1.273174e-02 1.051988e-02 1.426348e-02
8.686778e+03 1.269543e-02 1.048987e-02 1.422282e-02
8.692958e+03 1.265924e-02 1.045996e-02 1.418230e-02
8.699139e+03 1.262318e-02 1.043016e-02 1.414193e-02
8.705319e+03 1.258725e-02 1.040046e-02 1.410170e-02
8.711500e+03 1.255145e-02 1.037087e-02 1.406161e-02
8.717680e+03 1.251577e-02 1.034138e-02 1.402166e-02
8.723860e+03 1.248023e-02 1.031200e-02 1.398185e-02
8.730041e+03 1.244480e-02 1.028272e-02 1.394219e-02
8.736221e+03 1.240950e-02 1.025354e-02 1.390266e-02
8.742402e+03 1.237433e-02 1.022447e-02 1.386328e-02
8.748582e+03 1.233928e-02 1.019550e-02 1.382403e-02
8.754762e+03 1.230436e-02 1.016663e-02 1.378493e-02
8.760943e+03 1.226955e-02 1.013787e-02 1.374596e-02
8.767123e+03 1.223487e-02 1.010921e-02 1.370713e-02
8.773304e+03 1.220032e-02 1.008064e-02 1.366843e-02
8.779484e+03 1.216588e-02 1.005218e-02 1.362987e-02
8.785665e+03 1.213157e-02 1.002382e-02 1.359145e-02
8.791845e+03 1.209737e-02 9.995558e-03 1.355316e-02
8.798025e+03 1.206330e-02 9.967395e-03 1.351500e-02
8.804206e+03 1.202934e-02 9.939331e-03 1.347698e-02
8.810386e+03 1.199551e-02 9.911366e-03 1.343910e-02
8.816567e+03 1.196179e-02 9.883499e-03 1.340134e-02
8.822747e+03 1.192819e-02 9.855729e-03 1.336372e-02
8.828927e+03 1.189471e-02 9.828057e-03 1.332623e-02
8.835108e+03 1.186135e-02 9.800481e-03 1.328887e-02
8.841288e+03 1.182810e-02 9.773002e-03 1.325164e-02
8.847469e+03 1.179497e-02 9.745619e-03 1.321454e-02
8.853649e+03 1.176196e-02 9.718332e-03 1.317757e-02
8.859830e+03 1.172906e-02 9.691140e-03 1.314073e-02
8.866010e+03 1.169627e-02 9.664042e-03 1.310402e-02
8.872190e+03 1.166360e-02 9.637039e-03 1.306743e-02
8.878371e+03 1.163104e-02 9.610130e-03 1.303097e-02
8.884551e+03 1.159860e-02 9.583315e-03 1.299464e-02
8.890732e+03 1.156627e-02 9.556593e-03 1.295844e-02
8.896912e+03 1.153405e-02 9.529964e-03 1.292236e-02
8.903092e+03 1.150194e-02 9.503427e-03 1.288641e-02
8.909273e+03 1.146995e-02 9.476983e-03 1.285058e-02
8.915453e+03 1.143806e-02 9.450630e-03 1.281487e-02
8.921634e+03 1.140629e-02 9.424368e-03 1.277929e-02
8.927814e+03 1.137462e-02 9.398198e-03 1.274383e-02
8.933995e+03 1.134307e-02 9.372118e-03 1.270850e-02
8.940175e+03 1.131162e-02 9.346128e-03 1.267328e-02
8.946355e+03 1.128028e-02 9.320228e-03 1.263819e-02
8.952536e+03 1.124906e-02 9.294418e-03 1.260322e-02
8.958716e+03 1.121793e-02 9.268696e-03 1.256837e-02
8.964897e+03 1.118692e-02 9.243064e-03 1.253364e-02
8.971077e+03 1.115601e-02 9.217519e-03 1.249903e-02
8.977257e+03 1.112521e-02 9.192063e-03 1.246454e-02
8.983438e+03 1.109452e-02 9.166694e-03 1.243017e-02
8.989618e+03 1.106393e-02 9.141413e-03 1.239591e-02
8.995799e+03 1.103345e-02 9.116219e-03 1.236178e-02
9.001979e+03 1.100307e-02 9.091111e-03 1.232776e-02
9.008160e+03 1.097279e-02 9.066089e-03 1.229385e-02
9.014340e+03 1.094262e-02 9.041153e-03 1.226007e-02
9.020520e+03 1.091255e-02 9.016302e-03 1.222640e-02
9.026701e+03 1.088259e-02 8.991537e-03 1.219284e-02
9.032881e+03 1.085273e-02 8.966857e-03 1.215940e-02
9.039062e+03 1.082297e-02 8.942261e-03 1.212607e-02
9.045242e+03 1.079331e-02 8.917749e-03 1.209286e-02
9.051422e+03 1.076375e-02 8.893320e-03 1.205976e-02
9.057603e+03 1.073429e-02 8.868975e-03 1.202677e-02
9.063783e+03 1.070494e-02 8.844714e-03 1.199390e-02
9.069964e+03 1.067568e-02 8.820535e-03 1.196114e-02
9.076144e+03 1.064653e-02 8.796438e-03 1.192849e-02
9.082325e+03 1.061747e-02 8.772423e-03 1.189595e-02
9.088505e+03 1.058851e-02 8.748490e-03 1.186352e-02
9.094685e+03 1.055965e-02 8.724639e-03 1.183120e-02
9.100866e+03 1.053089e-02 8.700869e-03 1.179899e-02
9.107046e+03 1.050223e-02 8.677179e-03 1.176689e-02
9.113227e+03 1.047366e-02 8.653569e-03 1.173490e-02
9.119407e+03 1.044519e-02 8.630040e-03 1.170301e-02
9.125587e+03 1.041682e-02 8.606591e-03 1.167124e-02
9.131768e+03 1.038854e-02 8.583221e-03 1.163957e-02
9.137948e+03 1.036036e-02 8.559930e-03 1.160801e-02
9.144129e+03 1.033227e-02 8.536717e-03 1.157656e-02
9.150309e+03 1.030428e-02 8.513584e-03 1.154521e-02
9.156490e+03 1.027638e-02 8.490528e-03 1.151397e-02
9.162670e+03 1.024858e-02 8.467550e-03 1.148283e-02
9.168850e+03 1.022087e-02 8.444650e-03 1.145180e-02
9.175031e+03 1.019326e-02 8.421827e-03 1.142088e-02
9.181211e+03 1.016573e-02 8.399081e-03 1.139005e-02
9.187392e+03 1.013830e-02 8.376411e-03 1.135934e-02
9.193572e+03 1.011097e-02 8.353818e-03 1.132872e-02
9.199752e+03 1.008372e-02 8.331300e-03 1.129821e-02
9.205933e+03 1.005657e-02 8.308858e-03 1.126780e-02
9.212113e+03 1.002950e-02 8.286492e-03 1.123749e-02
9.218294e+03 1.000253e-02 8.264201e-03 1.120728e-02
9.224474e+03 9.975649e-03 8.241984e-03 1.117718e-02
9.230655e+03 9.948857e-03 8.219842e-03 1.114717e-02
9.236835e+03 9.922155e-03 8.197774e-03 1.111727e-02
9.243015e+03 9.895542e-03 8.175780e-03 1.108746e-02
9.249196e+03 9.869018e-03 8.153859e-03 1.105776e-02
9.255376e+03 9.842583e-03 8.132012e-03 1.102815e-02
9.261557e+03 9.816236e-03 8.110237e-03 1.099864e-02
9.267737e+03 9.789976e-03 8.088536e-03 1.096924e-02
9.273917e+03 9.763805e-03 8.066906e-03 1.093993e-02
9.280098e+03 9.737720e-03 8.045349e-03 1.091071e-02
9.286278e+03 9.711723e-03 8.023864e-03 1.088160e-02
9.292459e+03 9.685812e-03 8.002450e-03 1.085258e-02
9.298639e+03 9.659987e-03 7.981107e-03 1.082366e-02
9.304820e+03 9.634248e-03 7.959836e-03 1.079483e-02
9.311000e+03 9.608594e-03 7.938635e-03 1.076610e-02
